month,month_name,year,country,debt
1,Jan,2009,Saudi Arabia,34.8
12,Dec,2008,Saudi Arabia,31.3
11,Nov,2008,Saudi Arabia,32.7
10,Oct,2008,Saudi Arabia,36.2
9,Sep,2008,Saudi Arabia,40.2
8,Aug,2008,Saudi Arabia,42.1
7,Jul,2008,Saudi Arabia,39.4
6,Jun,2008,Saudi Arabia,36.4
5,May,2008,Saudi Arabia,38.4
4,Apr,2008,Saudi Arabia,40.4
3,Mar,2008,Saudi Arabia,40.7
2,Feb,2008,Saudi Arabia,41.3
1,Jan,2008,Saudi Arabia,42.1
12,Dec,2007,Saudi Arabia,26.2
11,Nov,2007,Saudi Arabia,27.6
10,Oct,2007,Saudi Arabia,25.5
9,Sep,2007,Saudi Arabia,22.9
8,Aug,2007,Saudi Arabia,6.4
7,Jul,2007,Saudi Arabia,0
6,Jun,2007,Saudi Arabia,0
5,May,2007,Saudi Arabia,0
4,Apr,2007,Saudi Arabia,2.1
3,Mar,2007,Saudi Arabia,7.3
2,Feb,2007,Saudi Arabia,12.5
1,Jan,2007,Saudi Arabia,20.7
12,Dec,2006,Saudi Arabia,26.4
11,Nov,2006,Saudi Arabia,30.4
10,Oct,2006,Saudi Arabia,26.7
9,Sep,2006,Saudi Arabia,17.6
8,Aug,2006,Saudi Arabia,23.6
7,Jul,2006,Saudi Arabia,22.3
6,Jun,2006,Saudi Arabia,29.2
5,May,2006,Saudi Arabia,30.7
4,Apr,2006,Saudi Arabia,30.1
3,Mar,2006,Saudi Arabia,34.7
2,Feb,2006,Saudi Arabia,34.9
1,Jan,2006,Saudi Arabia,32
12,Dec,2005,Saudi Arabia,19.7
11,Nov,2005,Saudi Arabia,23
10,Oct,2005,Saudi Arabia,22.1
9,Sep,2005,Saudi Arabia,19.1
8,Aug,2005,Saudi Arabia,18.9
7,Jul,2005,Saudi Arabia,23.1
6,Jun,2005,Saudi Arabia,15.6
5,May,2005,Saudi Arabia,19.2
4,Apr,2005,Saudi Arabia,14.4
3,Mar,2005,Saudi Arabia,18.2
2,Feb,2005,Saudi Arabia,18.4
1,Jan,2005,Saudi Arabia,15.8
12,Dec,2004,Saudi Arabia,17
11,Nov,2004,Saudi Arabia,16.1
10,Oct,2004,Saudi Arabia,15.7
9,Sep,2004,Saudi Arabia,14.7
8,Aug,2004,Saudi Arabia,14.5
7,Jul,2004,Saudi Arabia,13.8
6,Jun,2004,Saudi Arabia,10
5,May,2004,Saudi Arabia,11.3
4,Apr,2004,Saudi Arabia,9.8
3,Mar,2004,Saudi Arabia,10.4
2,Feb,2004,Saudi Arabia,10.5
1,Jan,2004,Saudi Arabia,9.5
12,Dec,2003,Saudi Arabia,15.7
11,Nov,2003,Saudi Arabia,15.5
10,Oct,2003,Saudi Arabia,16.6
9,Sep,2003,Saudi Arabia,19.1
8,Aug,2003,Saudi Arabia,16.4
7,Jul,2003,Saudi Arabia,15.3
6,Jun,2003,Saudi Arabia,12.5
5,May,2003,Saudi Arabia,11.8
4,Apr,2003,Saudi Arabia,11
3,Mar,2003,Saudi Arabia,11.9
2,Feb,2003,Saudi Arabia,12.9
1,Jan,2003,Saudi Arabia,13.2
12,Dec,2002,Saudi Arabia,16.3
11,Nov,2002,Saudi Arabia,16.6
10,Oct,2002,Saudi Arabia,17
9,Sep,2002,Saudi Arabia,18.2
8,Aug,2002,Saudi Arabia,18
7,Jul,2002,Saudi Arabia,17.9
6,Jun,2002,Saudi Arabia,20.3
5,May,2002,Saudi Arabia,20.6
4,Apr,2002,Saudi Arabia,19.9
3,Mar,2002,Saudi Arabia,20.5
2,Feb,2002,Saudi Arabia,20.6
1,Jan,2002,Saudi Arabia,20.4
12,Dec,2001,Saudi Arabia,15.6
11,Nov,2001,Saudi Arabia,15.4
10,Oct,2001,Saudi Arabia,14.9
9,Sep,2001,Saudi Arabia,16.7
8,Aug,2001,Saudi Arabia,16.5
7,Jul,2001,Saudi Arabia,16.3
5,May,2001,Saudi Arabia,17
4,Apr,2001,Saudi Arabia,17.7
3,Mar,2001,Saudi Arabia,18.1
2,Feb,2001,Saudi Arabia,18.7
1,Jan,2001,Saudi Arabia,19
12,Dec,2000,Saudi Arabia,14.2
11,Nov,2000,Saudi Arabia,15.8
10,Oct,2000,Saudi Arabia,16.9
9,Sep,2000,Saudi Arabia,16.5
8,Aug,2000,Saudi Arabia,15.4
7,Jul,2000,Saudi Arabia,16
6,Jun,2000,Saudi Arabia,17
5,May,2000,Saudi Arabia,16.7
4,Apr,2000,Saudi Arabia,17.6
3,Mar,2000,Saudi Arabia,15.8
12,Dec,2024,South Korea,124.9
11,Nov,2024,South Korea,127.5
10,Oct,2024,South Korea,127.3
9,Sep,2024,South Korea,127.3
8,Aug,2024,South Korea,123.3
7,Jul,2024,South Korea,123.1
6,Jun,2024,South Korea,117.2
5,May,2024,South Korea,119.8
4,Apr,2024,South Korea,119
3,Mar,2024,South Korea,115
2,Feb,2024,South Korea,118.2
1,Jan,2024,South Korea,116.9
12,Dec,2023,South Korea,117.2
11,Nov,2023,South Korea,116
10,Oct,2023,South Korea,112.9
9,Sep,2023,South Korea,112.9
8,Aug,2023,South Korea,117.8
7,Jul,2023,South Korea,115.8
6,Jun,2023,South Korea,115.1
5,May,2023,South Korea,115.4
4,Apr,2023,South Korea,111.5
3,Mar,2023,South Korea,113.9
2,Feb,2023,South Korea,110.8
1,Jan,2023,South Korea,105.8
12,Dec,2022,South Korea,92
11,Nov,2022,South Korea,97.7
10,Oct,2022,South Korea,95.7
9,Sep,2022,South Korea,99.6
8,Aug,2022,South Korea,111.1
7,Jul,2022,South Korea,112.5
6,Jun,2022,South Korea,112.9
5,May,2022,South Korea,109
4,Apr,2022,South Korea,115.6
3,Mar,2022,South Korea,116.7
2,Feb,2022,South Korea,120.1
1,Jan,2022,South Korea,115.8
12,Dec,2021,South Korea,98.3
11,Nov,2021,South Korea,100.2
10,Oct,2021,South Korea,105
9,Sep,2021,South Korea,120.8
8,Aug,2021,South Korea,119.9
7,Jul,2021,South Korea,119.1
6,Jun,2021,South Korea,115.8
5,May,2021,South Korea,113.5
4,Apr,2021,South Korea,109.2
3,Mar,2021,South Korea,94.3
2,Feb,2021,South Korea,97.5
1,Jan,2021,South Korea,91.4
12,Dec,2020,South Korea,87.5
11,Nov,2020,South Korea,89
10,Oct,2020,South Korea,82.9
9,Sep,2020,South Korea,90.5
8,Aug,2020,South Korea,90.6
7,Jul,2020,South Korea,89.9
6,Jun,2020,South Korea,88.7
5,May,2020,South Korea,87.6
4,Apr,2020,South Korea,93.2
3,Mar,2020,South Korea,98
2,Feb,2020,South Korea,103.3
1,Jan,2020,South Korea,97.7
12,Dec,2019,South Korea,90.5
11,Nov,2019,South Korea,91.2
10,Oct,2019,South Korea,95.2
9,Sep,2019,South Korea,93.5
8,Aug,2019,South Korea,94.1
7,Jul,2019,South Korea,89.5
6,Jun,2019,South Korea,83.8
5,May,2019,South Korea,81.4
4,Apr,2019,South Korea,82.2
3,Mar,2019,South Korea,84.4
2,Feb,2019,South Korea,90.9
1,Jan,2019,South Korea,83.7
12,Dec,2018,South Korea,84.9
11,Nov,2018,South Korea,47.3
10,Oct,2018,South Korea,61.3
9,Sep,2018,South Korea,63.6
8,Aug,2018,South Korea,66.7
7,Jul,2018,South Korea,61.1
6,Jun,2018,South Korea,49.7
5,May,2018,South Korea,49.7
4,Apr,2018,South Korea,39.4
3,Mar,2018,South Korea,40.2
2,Feb,2018,South Korea,50.4
1,Jan,2018,South Korea,46.9
12,Dec,2017,South Korea,80.9
11,Nov,2017,South Korea,76.6
10,Oct,2017,South Korea,77.9
9,Sep,2017,South Korea,78.2
8,Aug,2017,South Korea,76
7,Jul,2017,South Korea,80
6,Jun,2017,South Korea,72.2
5,May,2017,South Korea,74.4
4,Apr,2017,South Korea,66.9
3,Mar,2017,South Korea,69.9
2,Feb,2017,South Korea,64.4
1,Jan,2017,South Korea,60.8
12,Dec,2015,South Korea,72.4
11,Nov,2015,South Korea,68.3
10,Oct,2015,South Korea,66.8
9,Sep,2015,South Korea,69.2
8,Aug,2015,South Korea,66.8
7,Jul,2015,South Korea,69.2
6,Jun,2015,South Korea,68.1
5,May,2015,South Korea,70.9
4,Apr,2015,South Korea,72
3,Mar,2015,South Korea,73.1
2,Feb,2015,South Korea,70.5
1,Jan,2015,South Korea,69.7
12,Dec,2014,South Korea,79.2
11,Nov,2014,South Korea,67.3
10,Oct,2014,South Korea,59.7
9,Sep,2014,South Korea,72.3
8,Aug,2014,South Korea,59
7,Jul,2014,South Korea,54.8
6,Jun,2014,South Korea,63.1
5,May,2014,South Korea,65.4
4,Apr,2014,South Korea,62.3
3,Mar,2014,South Korea,57.1
2,Feb,2014,South Korea,54.9
1,Jan,2014,South Korea,57.5
12,Dec,2013,South Korea,65.1
11,Nov,2013,South Korea,59.5
10,Oct,2013,South Korea,61.8
9,Sep,2013,South Korea,63.8
8,Aug,2013,South Korea,60.4
7,Jul,2013,South Korea,63.3
6,Jun,2013,South Korea,61.8
5,May,2013,South Korea,58.4
4,Apr,2013,South Korea,57
3,Mar,2013,South Korea,57.1
2,Feb,2013,South Korea,64.3
1,Jan,2013,South Korea,62.6
12,Dec,2012,South Korea,63.2
11,Nov,2012,South Korea,65.3
10,Oct,2012,South Korea,63.9
9,Sep,2012,South Korea,65.5
8,Aug,2012,South Korea,66.1
7,Jul,2012,South Korea,66.5
6,Jun,2012,South Korea,64
5,May,2012,South Korea,65.1
4,Apr,2012,South Korea,62.8
3,Mar,2012,South Korea,64.6
2,Feb,2012,South Korea,60.7
1,Jan,2012,South Korea,60.9
12,Dec,2011,South Korea,47.3
11,Nov,2011,South Korea,42.1
10,Oct,2011,South Korea,42.7
9,Sep,2011,South Korea,38.5
8,Aug,2011,South Korea,36.3
7,Jul,2011,South Korea,33.4
6,Jun,2011,South Korea,29.9
5,May,2011,South Korea,32.5
4,Apr,2011,South Korea,30.8
3,Mar,2011,South Korea,32.5
2,Feb,2011,South Korea,31.2
1,Jan,2011,South Korea,31.9
12,Dec,2009,South Korea,33.3
11,Nov,2009,South Korea,29.6
10,Oct,2009,South Korea,28
9,Sep,2009,South Korea,27.9
8,Aug,2009,South Korea,31.4
7,Jul,2009,South Korea,29.3
6,Jun,2009,South Korea,29.7
5,May,2009,South Korea,26.8
4,Apr,2009,South Korea,28.5
3,Mar,2009,South Korea,26
2,Feb,2009,South Korea,39.7
1,Jan,2009,South Korea,37.2
12,Dec,2008,South Korea,30.2
11,Nov,2008,South Korea,28.4
10,Oct,2008,South Korea,27.3
9,Sep,2008,South Korea,31.5
8,Aug,2008,South Korea,34.3
7,Jul,2008,South Korea,32.7
6,Jun,2008,South Korea,30.3
5,May,2008,South Korea,28.9
4,Apr,2008,South Korea,31.1
3,Mar,2008,South Korea,28.7
2,Feb,2008,South Korea,28.5
1,Jan,2008,South Korea,28.2
12,Dec,2007,South Korea,25.6
11,Nov,2007,South Korea,25.6
10,Oct,2007,South Korea,28.1
9,Sep,2007,South Korea,28.2
8,Aug,2007,South Korea,29.2
7,Jul,2007,South Korea,28.5
6,Jun,2007,South Korea,27.1
5,May,2007,South Korea,27
4,Apr,2007,South Korea,26.2
3,Mar,2007,South Korea,27.6
2,Feb,2007,South Korea,25.4
1,Jan,2007,South Korea,25
12,Dec,2006,South Korea,23
11,Nov,2006,South Korea,23.4
10,Oct,2006,South Korea,22.3
9,Sep,2006,South Korea,23.6
8,Aug,2006,South Korea,24
7,Jul,2006,South Korea,22.5
6,Jun,2006,South Korea,19.1
5,May,2006,South Korea,21.5
4,Apr,2006,South Korea,21.6
3,Mar,2006,South Korea,21
2,Feb,2006,South Korea,21.6
1,Jan,2006,South Korea,18.9
12,Dec,2005,South Korea,17.4
11,Nov,2005,South Korea,18.5
10,Oct,2005,South Korea,15.7
9,Sep,2005,South Korea,14.6
8,Aug,2005,South Korea,15.5
7,Jul,2005,South Korea,16.6
6,Jun,2005,South Korea,13.8
5,May,2005,South Korea,10.1
4,Apr,2005,South Korea,10.7
3,Mar,2005,South Korea,11.4
2,Feb,2005,South Korea,10.4
1,Jan,2005,South Korea,12.9
12,Dec,2004,South Korea,17
11,Nov,2004,South Korea,16.8
10,Oct,2004,South Korea,16
9,Sep,2004,South Korea,15.9
8,Aug,2004,South Korea,15.8
7,Jul,2004,South Korea,16
6,Jun,2004,South Korea,16.1
5,May,2004,South Korea,13.6
4,Apr,2004,South Korea,13.2
3,Mar,2004,South Korea,12.7
2,Feb,2004,South Korea,12.9
1,Jan,2004,South Korea,14.5
12,Dec,2003,South Korea,14.9
11,Nov,2003,South Korea,15.4
10,Oct,2003,South Korea,15
9,Sep,2003,South Korea,15.5
8,Aug,2003,South Korea,14.9
7,Jul,2003,South Korea,13.5
6,Jun,2003,South Korea,9.9
5,May,2003,South Korea,9.6
4,Apr,2003,South Korea,8.9
3,Mar,2003,South Korea,9.5
2,Feb,2003,South Korea,9.5
1,Jan,2003,South Korea,7.2
12,Dec,2002,South Korea,13.5
11,Nov,2002,South Korea,12.8
10,Oct,2002,South Korea,12.1
9,Sep,2002,South Korea,12.4
8,Aug,2002,South Korea,12.2
7,Jul,2002,South Korea,11
6,Jun,2002,South Korea,10
5,May,2002,South Korea,10.5
4,Apr,2002,South Korea,11.1
3,Mar,2002,South Korea,10.2
2,Feb,2002,South Korea,10.4
1,Jan,2002,South Korea,8.2
12,Dec,2001,South Korea,15.4
11,Nov,2001,South Korea,12.4
10,Oct,2001,South Korea,12.1
9,Sep,2001,South Korea,15.2
8,Aug,2001,South Korea,14.4
7,Jul,2001,South Korea,13.8
5,May,2001,South Korea,14.8
4,Apr,2001,South Korea,13.7
3,Mar,2001,South Korea,12.5
2,Feb,2001,South Korea,12.5
1,Jan,2001,South Korea,12.8
12,Dec,2000,South Korea,13.8
11,Nov,2000,South Korea,13.7
10,Oct,2000,South Korea,13.6
9,Sep,2000,South Korea,13.8
8,Aug,2000,South Korea,13.9
7,Jul,2000,South Korea,14
6,Jun,2000,South Korea,13.4
5,May,2000,South Korea,13.2
4,Apr,2000,South Korea,13.5
3,Mar,2000,South Korea,14
12,Dec,2024,Mexico,102.6
11,Nov,2024,Mexico,99.4
10,Oct,2024,Mexico,97.3
9,Sep,2024,Mexico,93.7
8,Aug,2024,Mexico,93.6
7,Jul,2024,Mexico,93.5
6,Jun,2024,Mexico,94
5,May,2024,Mexico,97.6
4,Apr,2024,Mexico,91.8
3,Mar,2024,Mexico,87.3
2,Feb,2024,Mexico,80.8
1,Jan,2024,Mexico,76
12,Dec,2023,Mexico,91.4
11,Nov,2023,Mexico,86.1
10,Oct,2023,Mexico,87.8
9,Sep,2023,Mexico,84.6
8,Aug,2023,Mexico,88.4
7,Jul,2023,Mexico,88.3
6,Jun,2023,Mexico,87.6
5,May,2023,Mexico,84
4,Apr,2023,Mexico,79.4
3,Mar,2023,Mexico,77.5
2,Feb,2023,Mexico,79.5
1,Jan,2023,Mexico,77.7
12,Dec,2022,Mexico,81.6
11,Nov,2022,Mexico,83.6
10,Oct,2022,Mexico,83.6
9,Sep,2022,Mexico,82.6
8,Aug,2022,Mexico,82.7
7,Jul,2022,Mexico,82.3
6,Jun,2022,Mexico,79.5
5,May,2022,Mexico,77.4
4,Apr,2022,Mexico,75.2
3,Mar,2022,Mexico,73
2,Feb,2022,Mexico,71.2
1,Jan,2022,Mexico,69.7
12,Dec,2021,Mexico,83.4
11,Nov,2021,Mexico,82.3
10,Oct,2021,Mexico,83.8
9,Sep,2021,Mexico,83.6
8,Aug,2021,Mexico,82.4
7,Jul,2021,Mexico,80.5
6,Jun,2021,Mexico,83.3
5,May,2021,Mexico,77.1
4,Apr,2021,Mexico,77.8
3,Mar,2021,Mexico,77.6
2,Feb,2021,Mexico,73.5
1,Jan,2021,Mexico,74.8
12,Dec,2020,Mexico,80
11,Nov,2020,Mexico,82
10,Oct,2020,Mexico,82
9,Sep,2020,Mexico,83.2
8,Aug,2020,Mexico,85.7
7,Jul,2020,Mexico,87.9
6,Jun,2020,Mexico,85.5
5,May,2020,Mexico,85.8
4,Apr,2020,Mexico,80.5
3,Mar,2020,Mexico,81.8
2,Feb,2020,Mexico,91.3
1,Jan,2020,Mexico,96
12,Dec,2019,Mexico,90.1
11,Nov,2019,Mexico,96
10,Oct,2019,Mexico,100.3
9,Sep,2019,Mexico,99.2
8,Aug,2019,Mexico,101
7,Jul,2019,Mexico,96.9
6,Jun,2019,Mexico,98.6
5,May,2019,Mexico,99.3
4,Apr,2019,Mexico,97.1
3,Mar,2019,Mexico,99.5
2,Feb,2019,Mexico,97.1
1,Jan,2019,Mexico,90.9
12,Dec,2018,Mexico,72
11,Nov,2018,Mexico,64.9
10,Oct,2018,Mexico,65.3
9,Sep,2018,Mexico,66.1
8,Aug,2018,Mexico,63.3
7,Jul,2018,Mexico,63
6,Jun,2018,Mexico,58.6
5,May,2018,Mexico,62.2
4,Apr,2018,Mexico,60.8
3,Mar,2018,Mexico,57.2
2,Feb,2018,Mexico,68
1,Jan,2018,Mexico,67.2
12,Dec,2017,Mexico,72.3
11,Nov,2017,Mexico,71.6
10,Oct,2017,Mexico,72.9
9,Sep,2017,Mexico,74.9
8,Aug,2017,Mexico,73
7,Jul,2017,Mexico,73.3
6,Jun,2017,Mexico,68.3
5,May,2017,Mexico,68.3
4,Apr,2017,Mexico,74.7
3,Mar,2017,Mexico,77
2,Feb,2017,Mexico,73.1
1,Jan,2017,Mexico,71.6
12,Dec,2015,Mexico,72.2
11,Nov,2015,Mexico,68
10,Oct,2015,Mexico,72.5
9,Sep,2015,Mexico,78.7
8,Aug,2015,Mexico,79.9
7,Jul,2015,Mexico,85.9
6,Jun,2015,Mexico,86.2
5,May,2015,Mexico,86.4
4,Apr,2015,Mexico,87.4
3,Mar,2015,Mexico,85
2,Feb,2015,Mexico,82.2
1,Jan,2015,Mexico,85.8
12,Dec,2014,Mexico,77
11,Nov,2014,Mexico,80.5
10,Oct,2014,Mexico,75.7
9,Sep,2014,Mexico,74.7
8,Aug,2014,Mexico,73.4
7,Jul,2014,Mexico,54.9
6,Jun,2014,Mexico,52.8
5,May,2014,Mexico,53.2
4,Apr,2014,Mexico,50.5
3,Mar,2014,Mexico,50.9
2,Feb,2014,Mexico,49.6
1,Jan,2014,Mexico,48.9
12,Dec,2013,Mexico,55.9
11,Nov,2013,Mexico,57
10,Oct,2013,Mexico,58
9,Sep,2013,Mexico,62.4
8,Aug,2013,Mexico,60.4
7,Jul,2013,Mexico,65.6
6,Jun,2013,Mexico,65
5,May,2013,Mexico,60.7
4,Apr,2013,Mexico,66.2
3,Mar,2013,Mexico,64.4
2,Feb,2013,Mexico,65.5
1,Jan,2013,Mexico,61.7
12,Dec,2012,Mexico,61.1
11,Nov,2012,Mexico,60.5
10,Oct,2012,Mexico,59.2
9,Sep,2012,Mexico,56.5
8,Aug,2012,Mexico,57.2
7,Jul,2012,Mexico,53.9
6,Jun,2012,Mexico,51.6
5,May,2012,Mexico,45.8
4,Apr,2012,Mexico,40.9
3,Mar,2012,Mexico,35.9
2,Feb,2012,Mexico,31.8
1,Jan,2012,Mexico,30.1
12,Dec,2011,Mexico,45.1
11,Nov,2011,Mexico,48.7
10,Oct,2011,Mexico,46.4
9,Sep,2011,Mexico,45.1
8,Aug,2011,Mexico,46.6
7,Jul,2011,Mexico,46.8
6,Jun,2011,Mexico,86.8
5,May,2011,Mexico,93.1
4,Apr,2011,Mexico,90.1
3,Mar,2011,Mexico,93.7
2,Feb,2011,Mexico,93.2
1,Jan,2011,Mexico,85.5
12,Dec,2009,Mexico,32.5
11,Nov,2009,Mexico,34.5
10,Oct,2009,Mexico,35.8
9,Sep,2009,Mexico,38.8
8,Aug,2009,Mexico,41.5
7,Jul,2009,Mexico,41.8
6,Jun,2009,Mexico,39.3
5,May,2009,Mexico,38.8
4,Apr,2009,Mexico,38.5
3,Mar,2009,Mexico,38.2
2,Feb,2009,Mexico,34.6
1,Jan,2009,Mexico,32.5
12,Dec,2008,Mexico,29.2
11,Nov,2008,Mexico,22.3
10,Oct,2008,Mexico,18.3
9,Sep,2008,Mexico,20.3
8,Aug,2008,Mexico,20.2
7,Jul,2008,Mexico,19
6,Jun,2008,Mexico,11.7
5,May,2008,Mexico,10.3
4,Apr,2008,Mexico,10.5
3,Mar,2008,Mexico,11.8
2,Feb,2008,Mexico,14.4
1,Jan,2008,Mexico,14.6
12,Dec,2007,Mexico,18.7
11,Nov,2007,Mexico,24
10,Oct,2007,Mexico,15.9
9,Sep,2007,Mexico,17.3
8,Aug,2007,Mexico,18.8
7,Jul,2007,Mexico,23.3
6,Jun,2007,Mexico,30.5
5,May,2007,Mexico,33.6
4,Apr,2007,Mexico,29.8
3,Mar,2007,Mexico,31.5
2,Feb,2007,Mexico,30.1
1,Jan,2007,Mexico,28.4
12,Dec,2006,Mexico,20.7
11,Nov,2006,Mexico,20.5
10,Oct,2006,Mexico,20
9,Sep,2006,Mexico,18.1
8,Aug,2006,Mexico,16.7
7,Jul,2006,Mexico,18.3
6,Jun,2006,Mexico,17
5,May,2006,Mexico,15.4
4,Apr,2006,Mexico,15.4
3,Mar,2006,Mexico,15.3
2,Feb,2006,Mexico,15
1,Jan,2006,Mexico,15.7
12,Dec,2005,Mexico,17
11,Nov,2005,Mexico,15.6
10,Oct,2005,Mexico,15.4
9,Sep,2005,Mexico,15.7
8,Aug,2005,Mexico,15.8
7,Jul,2005,Mexico,15.6
6,Jun,2005,Mexico,15.9
5,May,2005,Mexico,15.8
4,Apr,2005,Mexico,15.7
3,Mar,2005,Mexico,15.3
2,Feb,2005,Mexico,16.7
1,Jan,2005,Mexico,16.8
12,Dec,2004,Mexico,16.2
11,Nov,2004,Mexico,17
10,Oct,2004,Mexico,15.1
9,Sep,2004,Mexico,14.6
8,Aug,2004,Mexico,15.6
7,Jul,2004,Mexico,14.9
6,Jun,2004,Mexico,17.6
5,May,2004,Mexico,19.2
4,Apr,2004,Mexico,14.2
3,Mar,2004,Mexico,14
2,Feb,2004,Mexico,15.4
1,Jan,2004,Mexico,14.7
12,Dec,2003,Mexico,14.4
11,Nov,2003,Mexico,15.2
10,Oct,2003,Mexico,14.6
9,Sep,2003,Mexico,14.2
8,Aug,2003,Mexico,14.2
7,Jul,2003,Mexico,12.5
6,Jun,2003,Mexico,12.2
5,May,2003,Mexico,12.2
4,Apr,2003,Mexico,12.3
3,Mar,2003,Mexico,12.2
2,Feb,2003,Mexico,15
1,Jan,2003,Mexico,16.6
12,Dec,2002,Mexico,13
11,Nov,2002,Mexico,13.2
10,Oct,2002,Mexico,12.8
9,Sep,2002,Mexico,13.2
8,Aug,2002,Mexico,13.3
7,Jul,2002,Mexico,11.6
6,Jun,2002,Mexico,22.9
5,May,2002,Mexico,21.7
4,Apr,2002,Mexico,21.8
3,Mar,2002,Mexico,22.4
2,Feb,2002,Mexico,21.2
1,Jan,2002,Mexico,21.8
12,Dec,2001,Mexico,5.2
11,Nov,2001,Mexico,5.6
10,Oct,2001,Mexico,6.4
9,Sep,2001,Mexico,8.3
8,Aug,2001,Mexico,10.4
7,Jul,2001,Mexico,7.8
5,May,2001,Mexico,5.5
4,Apr,2001,Mexico,7.2
3,Mar,2001,Mexico,9.7
2,Feb,2001,Mexico,13.4
1,Jan,2001,Mexico,10.6
12,Dec,2000,Mexico,11.4
11,Nov,2000,Mexico,13
10,Oct,2000,Mexico,12.9
9,Sep,2000,Mexico,12.6
8,Aug,2000,Mexico,11.7
7,Jul,2000,Mexico,11.9
6,Jun,2000,Mexico,13.1
5,May,2000,Mexico,13.6
4,Apr,2000,Mexico,15
3,Mar,2000,Mexico,14.3
12,Dec,2024,Germany,97
11,Nov,2024,Germany,99.9
10,Oct,2024,Germany,102.3
9,Sep,2024,Germany,103.8
8,Aug,2024,Germany,99.1
7,Jul,2024,Germany,104.9
6,Jun,2024,Germany,90.8
5,May,2024,Germany,91.3
4,Apr,2024,Germany,91.9
3,Mar,2024,Germany,94.1
2,Feb,2024,Germany,95.3
1,Jan,2024,Germany,94.3
12,Dec,2023,Germany,90.6
11,Nov,2023,Germany,89.2
10,Oct,2023,Germany,89.1
9,Sep,2023,Germany,88.7
8,Aug,2023,Germany,87.8
7,Jul,2023,Germany,87
6,Jun,2023,Germany,84.5
5,May,2023,Germany,73
4,Apr,2023,Germany,75.1
3,Mar,2023,Germany,79.1
2,Feb,2023,Germany,77.8
1,Jan,2023,Germany,77.4
12,Dec,2022,Germany,80.1
11,Nov,2022,Germany,79.8
10,Oct,2022,Germany,85.9
9,Sep,2022,Germany,83.9
8,Aug,2022,Germany,88.8
7,Jul,2022,Germany,87.5
6,Jun,2022,Germany,95.4
5,May,2022,Germany,91.6
4,Apr,2022,Germany,92.8
3,Mar,2022,Germany,93.8
2,Feb,2022,Germany,90.5
1,Jan,2022,Germany,84.3
12,Dec,2021,Germany,72.3
11,Nov,2021,Germany,73.2
10,Oct,2021,Germany,70.9
9,Sep,2021,Germany,72.3
8,Aug,2021,Germany,70.2
7,Jul,2021,Germany,68.1
6,Jun,2021,Germany,68
5,May,2021,Germany,66.3
4,Apr,2021,Germany,67.1
3,Mar,2021,Germany,66.3
2,Feb,2021,Germany,67.1
1,Jan,2021,Germany,68.2
12,Dec,2020,Germany,75.4
11,Nov,2020,Germany,73
10,Oct,2020,Germany,74.2
9,Sep,2020,Germany,74.7
8,Aug,2020,Germany,78.7
7,Jul,2020,Germany,78.2
6,Jun,2020,Germany,79.4
5,May,2020,Germany,80.6
4,Apr,2020,Germany,77.7
3,Mar,2020,Germany,77.3
2,Feb,2020,Germany,86
1,Jan,2020,Germany,83.7
12,Dec,2019,Germany,78.3
11,Nov,2019,Germany,79.9
10,Oct,2019,Germany,84
9,Sep,2019,Germany,84.9
8,Aug,2019,Germany,86.4
7,Jul,2019,Germany,85.8
6,Jun,2019,Germany,79
5,May,2019,Germany,77.8
4,Apr,2019,Germany,72.8
3,Mar,2019,Germany,78.1
2,Feb,2019,Germany,76.2
1,Jan,2019,Germany,73.6
12,Dec,2018,Germany,66.6
11,Nov,2018,Germany,77.7
10,Oct,2018,Germany,77.5
9,Sep,2018,Germany,68.3
8,Aug,2018,Germany,73.3
7,Jul,2018,Germany,71
6,Jun,2018,Germany,70.7
5,May,2018,Germany,78.3
4,Apr,2018,Germany,86
3,Mar,2018,Germany,76.5
2,Feb,2018,Germany,78.4
1,Jan,2018,Germany,71
12,Dec,2017,Germany,67
11,Nov,2017,Germany,63.5
10,Oct,2017,Germany,62.9
9,Sep,2017,Germany,62.4
8,Aug,2017,Germany,62.3
7,Jul,2017,Germany,61.5
6,Jun,2017,Germany,60.2
5,May,2017,Germany,59.8
4,Apr,2017,Germany,59.2
3,Mar,2017,Germany,59.4
2,Feb,2017,Germany,61
1,Jan,2017,Germany,61.5
12,Dec,2015,Germany,69.5
11,Nov,2015,Germany,68.2
10,Oct,2015,Germany,71.5
9,Sep,2015,Germany,70.9
8,Aug,2015,Germany,71.2
7,Jul,2015,Germany,72.8
6,Jun,2015,Germany,71.4
5,May,2015,Germany,72.5
4,Apr,2015,Germany,72.8
3,Mar,2015,Germany,79.5
2,Feb,2015,Germany,82.1
1,Jan,2015,Germany,77.9
12,Dec,2014,Germany,75.3
11,Nov,2014,Germany,74.9
10,Oct,2014,Germany,72.5
9,Sep,2014,Germany,72.1
8,Aug,2014,Germany,59.7
7,Jul,2014,Germany,52.8
6,Jun,2014,Germany,52.7
5,May,2014,Germany,51.1
4,Apr,2014,Germany,43
3,Mar,2014,Germany,43.6
2,Feb,2014,Germany,42.1
1,Jan,2014,Germany,41.1
12,Dec,2013,Germany,54
11,Nov,2013,Germany,46.4
10,Oct,2013,Germany,50.6
9,Sep,2013,Germany,55.5
8,Aug,2013,Germany,50
